msg_bytes,avg_ms,algbw_GBs,busbw_GBs
1048576,0.22,4.73,8.87
2097152,0.17,12.03,22.56
4194304,0.20,20.82,39.03
8388608,0.24,35.48,66.52
16777216,0.31,54.09,101.42
33554432,0.46,72.84,136.57
67108864,0.57,117.49,220.28
134217728,0.87,153.52,287.85
268435456,1.54,174.12,326.48
536870912,2.69,199.45,373.96
1073741824,5.00,214.61,402.40
2147483648,9.71,221.06,414.49
4294967296,18.73,229.34,430.01
8589934592,37.01,232.09,435.18
