msg_bytes,avg_ms,algbw_GBs,busbw_GBs
1048576,0.24,4.31,8.09
2097152,0.15,13.88,26.02
4194304,0.21,20.12,37.72
8388608,0.29,28.55,53.54
16777216,0.46,36.19,67.85
33554432,0.85,39.64,74.33
67108864,1.64,40.93,76.74
134217728,3.07,43.66,81.86
268435456,5.95,45.08,84.53
536870912,11.74,45.72,85.73
1073741824,23.24,46.19,86.61
2147483648,46.21,46.47,87.13
4294967296,92.13,46.62,87.41
8589934592,183.96,46.70,87.55
