msg_bytes,avg_ms,algbw_GBs,busbw_GBs
1048576,0.22,4.86,9.12
2097152,0.15,14.06,26.35
4194304,0.20,21.08,39.53
8388608,0.25,34.05,63.84
16777216,0.31,54.74,102.63
33554432,0.42,80.26,150.48
67108864,0.52,129.29,242.42
134217728,0.87,154.10,288.94
268435456,1.47,182.15,341.54
536870912,2.62,204.56,383.54
1073741824,4.93,217.66,408.11
2147483648,9.53,225.25,422.34
4294967296,18.66,230.16,431.56
8589934592,37.05,231.88,434.77
