msg_bytes,avg_ms,algbw_GBs,busbw_GBs
1048576,0.22,4.84,9.08
2097152,0.14,14.58,27.34
4194304,0.21,20.17,37.83
8388608,0.23,35.86,67.24
16777216,0.31,54.45,102.09
33554432,0.45,74.87,140.39
67108864,0.58,115.20,216.00
134217728,0.88,151.91,284.83
268435456,1.51,178.07,333.89
536870912,2.67,200.80,376.50
1073741824,4.99,215.14,403.39
2147483648,9.65,222.58,417.33
4294967296,18.82,228.21,427.89
8589934592,37.08,231.64,434.32
