msg_bytes,avg_ms,algbw_GBs,busbw_GBs
1048576,0.07,15.66,27.41
2097152,0.04,51.12,89.46
4194304,0.05,77.81,136.16
8388608,0.08,107.81,188.66
16777216,0.12,138.75,242.81
33554432,0.20,167.62,293.33
67108864,0.33,205.29,359.25
134217728,0.59,226.79,396.89
268435456,1.12,239.47,419.08
536870912,2.17,247.46,433.06
1073741824,4.07,264.01,462.01
2147483648,8.01,267.99,468.99
4294967296,15.85,270.99,474.23
8589934592,31.52,272.56,476.98
